,linha,origem,destino,paradas,preco,mes_voo,dia_voo,hora_partida,min_partida,horas_total_duracao,hora_chegada,min_chegada
4393,Vistara,Banglore,New Delhi,0,5403,3,24,7,0,2.6666666666666665,9,40
4394,Jet Airways,Delhi,Cochin,1,9732,5,27,11,30,7.5,19,0
4395,IndiGo,Delhi,Cochin,1,5761,4,15,6,50,5.333333333333333,12,10
4396,Air India,Kolkata,Banglore,2,12009,6,6,7,0,22.416666666666668,5,25
4397,Jet Airways,Kolkata,Banglore,1,8586,5,18,5,45,26.5,8,15
4398,Jet Airways,Banglore,Delhi,0,6144,5,24,17,45,3.0,20,45
4399,SpiceJet,Banglore,Delhi,0,3257,5,24,5,55,2.6666666666666665,8,35
4400,Multiple carriers,Delhi,Cochin,1,9021,9,5,17,45,7.75,1,30
4401,Jet Airways,Delhi,Cochin,1,10262,3,6,11,30,25.083333333333332,12,35
4402,Air India,Mumbai,Hyderabad,2,13757,6,3,5,30,9.333333333333334,14,50
4403,IndiGo,Delhi,Cochin,0,5895,3,15,14,30,3.0833333333333335,17,35
4404,Jet Airways,Kolkata,Banglore,1,9663,5,21,18,55,9.75,4,40
4405,Air India,Delhi,Cochin,1,6587,9,5,5,15,25.583333333333332,6,50
4406,SpiceJet,Banglore,Delhi,0,3311,6,5,5,55,2.6666666666666665,8,35
4407,SpiceJet,Delhi,Cochin,1,6297,5,18,6,5,5.25,11,20
4408,Jet Airways,Kolkata,Banglore,1,10844,12,5,18,55,24.916666666666668,19,50
4409,IndiGo,Mumbai,Hyderabad,0,4049,5,27,9,10,1.5,10,40
4410,Air India,Banglore,Delhi,0,6961,3,6,13,20,2.8333333333333335,16,10
4411,SpiceJet,Chennai,Kolkata,0,3384,3,27,8,20,2.25,10,35
4413,SpiceJet,Chennai,Kolkata,0,3859,6,5,8,20,2.25,10,35
4414,Air India,Delhi,Cochin,2,11732,12,6,18,45,24.5,19,15
4415,Multiple carriers,Delhi,Cochin,1,12524,6,6,8,45,10.25,19,0
4416,Jet Airways,Banglore,New Delhi,1,12284,3,18,7,0,5.416666666666667,12,25
4417,Jet Airways,Delhi,Cochin,1,10262,6,15,2,15,10.333333333333334,12,35
4418,Jet Airways,Delhi,Cochin,2,13344,6,24,5,30,7.083333333333333,12,35
4419,Jet Airways,Banglore,Delhi,0,7229,4,18,17,45,3.0,20,45
4420,Air India,Kolkata,Banglore,2,14960,12,6,9,50,23.083333333333332,8,55
4421,Air India,Delhi,Cochin,2,13381,12,6,6,50,24.833333333333332,7,40
4422,Multiple carriers,Delhi,Cochin,1,15147,6,3,12,50,12.75,1,35
4423,Jet Airways,Kolkata,Banglore,1,8586,6,5,6,30,22.166666666666668,4,40
4424,IndiGo,Delhi,Cochin,1,7054,6,5,14,20,8.166666666666666,22,30
4425,Air Asia,Kolkata,Banglore,0,4082,3,18,22,50,2.5,1,20
4426,Jet Airways,Delhi,Cochin,2,13029,5,21,9,40,9.333333333333334,19,0
4427,Jet Airways,Kolkata,Banglore,1,7064,1,4,16,30,6.083333333333333,22,35
4428,Air India,Banglore,New Delhi,1,4943,3,21,8,15,24.583333333333332,8,50
4429,Jet Airways,Banglore,Delhi,0,7229,3,5,7,10,3.0,10,10
4430,Air India,Kolkata,Banglore,1,8450,12,5,9,50,11.25,21,5
4431,Jet Airways,Delhi,Cochin,2,15318,9,5,20,0,8.416666666666666,4,25
4432,IndiGo,Kolkata,Banglore,0,4804,3,5,21,25,2.6666666666666665,0,5
4433,Jet Airways,Kolkata,Banglore,1,10844,6,6,20,0,20.333333333333332,16,20
4434,IndiGo,Mumbai,Hyderabad,0,3175,1,4,16,55,1.5,18,25
4435,Air India,Delhi,Cochin,2,12646,6,27,12,55,30.333333333333332,19,15
4436,Air India,Kolkata,Banglore,1,7893,1,4,20,30,15.5,12,0
4437,Air India,Banglore,Delhi,0,7171,5,24,17,0,2.75,19,45
4438,Multiple carriers,Delhi,Cochin,1,13727,5,15,14,0,7.0,21,0
4439,Air India,Delhi,Cochin,0,5201,6,27,18,5,3.0833333333333335,21,10
4440,Multiple carriers,Delhi,Cochin,1,9001,5,15,11,40,7.583333333333333,19,15
4441,IndiGo,Banglore,Delhi,0,3943,5,15,13,0,2.8333333333333335,15,50
4442,Multiple carriers,Delhi,Cochin,1,10546,9,5,7,5,13.916666666666666,21,0
4443,Jet Airways,Delhi,Cochin,1,15554,5,18,19,15,23.75,19,0
4444,Air India,Banglore,Delhi,0,5228,4,15,6,10,2.75,8,55
4445,Air India,Delhi,Cochin,1,9404,6,24,9,0,10.25,19,15
4446,Multiple carriers,Delhi,Cochin,1,8601,3,21,9,10,10.083333333333334,19,15
4447,Multiple carriers,Delhi,Cochin,1,8888,9,5,9,45,12.75,22,30
4448,Vistara,Banglore,New Delhi,0,5088,3,24,16,0,2.5833333333333335,18,35
4449,IndiGo,Banglore,Delhi,0,3943,9,5,10,10,2.8333333333333335,13,0
4450,Jet Airways,Delhi,Cochin,1,12373,9,5,21,50,14.75,12,35
4451,Multiple carriers,Delhi,Cochin,1,8323,9,4,6,0,7.333333333333333,13,20
4452,Jet Airways,Delhi,Cochin,2,15339,6,27,13,25,23.166666666666668,12,35
4453,Vistara,Chennai,Kolkata,0,11982,6,5,17,45,2.3333333333333335,20,5
4454,SpiceJet,Kolkata,Banglore,1,8844,12,5,15,55,5.5,21,25
4455,Jet Airways,Delhi,Cochin,1,10262,1,6,22,50,13.75,12,35
4456,IndiGo,Chennai,Kolkata,0,3597,6,6,13,15,2.3333333333333335,15,35
4457,Jet Airways,Mumbai,Hyderabad,0,5678,3,24,10,20,1.5,11,50
4458,IndiGo,Chennai,Kolkata,0,5277,5,21,22,5,2.3333333333333335,0,25
4459,IndiGo,Banglore,Delhi,0,4823,6,27,7,10,2.9166666666666665,10,5
4460,IndiGo,Delhi,Cochin,2,8049,3,3,8,35,12.75,21,20
4461,SpiceJet,Chennai,Kolkata,0,3543,5,15,17,45,2.3333333333333335,20,5
4462,Jet Airways,Delhi,Cochin,1,10262,6,6,18,15,24.75,19,0
4463,Air India,Delhi,Cochin,3,10703,1,6,5,15,38.0,19,15
4464,IndiGo,Delhi,Cochin,1,6496,12,6,5,10,4.916666666666667,10,5
4465,Jet Airways,Kolkata,Banglore,1,10844,5,21,6,30,11.75,18,15
4466,Jet Airways,Delhi,Cochin,1,12032,3,27,7,5,11.75,18,50
4467,Vistara,Delhi,Cochin,0,6741,4,18,6,0,3.1666666666666665,9,10
4468,IndiGo,Banglore,Delhi,0,3943,9,5,4,0,2.8333333333333335,6,50
4469,SpiceJet,Kolkata,Banglore,0,3841,5,24,6,55,2.5833333333333335,9,30
4470,Multiple carriers,Delhi,Cochin,1,15288,3,3,19,0,6.583333333333333,1,35
4471,Air India,Mumbai,Hyderabad,0,2050,3,18,21,5,1.3333333333333333,22,25
4472,Vistara,Chennai,Kolkata,0,4842,3,24,7,5,2.25,9,20
4473,Jet Airways,Delhi,Cochin,2,6643,3,21,19,10,23.666666666666668,18,50
4474,IndiGo,Delhi,Cochin,1,9581,3,3,5,5,5.0,10,5
4475,IndiGo,Kolkata,Banglore,0,4804,5,15,21,25,2.6666666666666665,0,5
4476,Jet Airways,Banglore,New Delhi,1,7832,3,21,8,0,23.666666666666668,7,40
4477,Multiple carriers,Delhi,Cochin,1,11667,12,6,7,5,12.166666666666666,19,15
4478,IndiGo,Delhi,Cochin,1,6442,6,27,8,35,7.583333333333333,16,10
4479,Jet Airways,Delhi,Cochin,2,15129,5,24,23,5,29.333333333333332,4,25
4480,Jet Airways,Banglore,Delhi,0,4544,3,4,11,10,2.9166666666666665,14,5
4481,Jet Airways,Kolkata,Banglore,1,9663,5,15,20,0,13.333333333333334,9,20
4482,Jet Airways,Delhi,Cochin,1,14714,3,6,16,0,12.416666666666666,4,25
4483,Air India,Mumbai,Hyderabad,0,3100,5,27,6,20,1.3333333333333333,7,40
4484,Jet Airways,Kolkata,Banglore,1,9663,6,5,16,30,28.25,20,45
4485,IndiGo,Delhi,Cochin,1,5761,3,21,6,40,5.333333333333333,12,0
4486,Air India,Mumbai,Hyderabad,0,3100,9,5,21,5,1.3333333333333333,22,25
4487,Jet Airways,Kolkata,Banglore,1,13626,12,6,16,30,7.083333333333333,23,35
4488,Jet Airways,Mumbai,Hyderabad,0,5678,3,24,19,35,1.5,21,5
4489,Jet Airways,Kolkata,Banglore,1,8529,12,6,18,55,23.333333333333332,18,15
4490,Air India,Delhi,Cochin,0,5201,9,5,5,10,2.8333333333333335,8,0
4491,Jet Airways,Kolkata,Banglore,1,14151,5,21,9,35,11.5,21,5
4492,Air Asia,Banglore,Delhi,0,4483,3,5,11,10,2.75,13,55
4493,IndiGo,Kolkata,Banglore,0,4174,6,4,22,15,2.5833333333333335,0,50
4494,Jet Airways,Delhi,Cochin,2,15544,5,18,5,30,7.083333333333333,12,35
4495,IndiGo,Delhi,Cochin,0,5601,5,27,21,5,3.25,0,20
4496,IndiGo,Banglore,Delhi,0,3419,3,4,1,30,2.75,4,15
4497,Air Asia,Delhi,Cochin,1,6451,4,27,7,55,14.5,22,25
4498,Air India,Kolkata,Banglore,2,12592,12,5,9,25,28.333333333333332,13,45
4499,Air India,Banglore,Delhi,0,6961,6,24,21,5,2.8333333333333335,23,55
4500,SpiceJet,Kolkata,Banglore,0,4174,12,6,17,10,2.5,19,40
4501,Jet Airways,Kolkata,Banglore,1,8824,3,24,6,30,9.833333333333334,16,20
4502,SpiceJet,Delhi,Cochin,1,7947,5,15,15,45,6.333333333333333,22,5
4503,Multiple carriers,Delhi,Cochin,1,13587,6,27,14,0,7.0,21,0
4504,SpiceJet,Kolkata,Banglore,0,3841,6,15,6,55,2.5833333333333335,9,30
4505,IndiGo,Kolkata,Banglore,0,4804,6,21,21,25,2.6666666666666665,0,5
4506,Jet Airways,Kolkata,Banglore,1,8586,9,5,20,0,8.666666666666666,4,40
4507,IndiGo,Kolkata,Banglore,0,4778,1,3,20,25,2.6666666666666665,23,5
4508,Multiple carriers,Delhi,Cochin,2,18275,1,6,15,5,10.416666666666666,1,30
4509,IndiGo,Chennai,Kolkata,0,3540,1,6,5,15,2.4166666666666665,7,40
4510,IndiGo,Delhi,Cochin,1,6442,6,27,8,35,13.916666666666666,22,30
4511,Air India,Kolkata,Banglore,0,4145,6,27,20,45,2.5833333333333335,23,20
4512,IndiGo,Kolkata,Banglore,0,5644,9,6,14,25,2.5,16,55
4513,IndiGo,Kolkata,Banglore,0,5224,3,5,14,25,2.5,16,55
4514,Jet Airways,Delhi,Cochin,1,5963,3,21,17,30,25.333333333333332,18,50
4515,Multiple carriers,Delhi,Cochin,1,11264,5,27,6,0,13.0,19,0
4516,GoAir,Delhi,Cochin,1,10188,3,27,14,10,5.166666666666667,19,20
4517,Jet Airways,Kolkata,Banglore,1,10844,5,18,20,0,13.333333333333334,9,20
4518,IndiGo,Banglore,New Delhi,1,7166,3,15,13,40,4.916666666666667,18,35
4519,Jet Airways,Banglore,New Delhi,1,13817,12,3,22,55,10.583333333333334,9,30
4520,Jet Airways,Delhi,Cochin,1,12373,9,5,18,15,18.333333333333332,12,35
4521,Jet Airways,Banglore,New Delhi,1,25735,1,3,16,55,16.083333333333332,9,0
4522,Jet Airways,Banglore,New Delhi,1,14815,3,18,11,40,7.5,19,10
4523,Jet Airways,Delhi,Cochin,1,10262,12,6,11,30,25.083333333333332,12,35
4524,Jet Airways,Delhi,Cochin,1,10262,6,15,8,0,11.0,19,0
4525,Air India,Delhi,Cochin,1,7468,9,6,17,40,14.583333333333334,8,15
4526,Jet Airways,Mumbai,Hyderabad,0,8040,9,5,7,5,1.4166666666666667,8,30
4527,Jet Airways,Delhi,Cochin,2,12819,6,24,23,5,19.916666666666668,19,0
4528,IndiGo,Chennai,Kolkata,0,7295,6,3,14,40,2.4166666666666665,17,5
4529,Jet Airways,Banglore,Delhi,0,7229,5,27,15,15,2.9166666666666665,18,10
4530,Air Asia,Delhi,Cochin,1,6853,6,15,16,45,5.666666666666667,22,25
4531,Jet Airways,Kolkata,Banglore,1,9663,5,24,21,10,12.166666666666666,9,20
4532,Jet Airways,Kolkata,Banglore,1,7064,1,4,6,30,11.75,18,15
4533,Air India,Delhi,Cochin,1,8372,6,6,9,0,10.25,19,15
4534,SpiceJet,Mumbai,Hyderabad,0,1965,3,6,13,15,1.5,14,45
4535,Vistara,Kolkata,Banglore,1,16932,3,24,7,10,11.583333333333334,18,45
4536,SpiceJet,Kolkata,Banglore,0,3841,6,18,22,20,2.3333333333333335,0,40
4537,Jet Airways,Delhi,Cochin,2,15812,12,6,11,40,7.333333333333333,19,0
4538,Air India,Banglore,New Delhi,1,10924,3,3,6,55,6.416666666666667,13,20
4539,Air India,Delhi,Cochin,0,6934,5,27,14,10,3.0,17,10
4540,Jet Airways,Delhi,Cochin,1,10262,1,6,8,0,11.0,19,0
4541,Jet Airways,Delhi,Cochin,1,13843,6,3,13,55,14.5,4,25
4542,Multiple carriers,Delhi,Cochin,1,9315,5,15,6,40,12.333333333333334,19,0
4543,Multiple carriers,Delhi,Cochin,1,8266,5,21,6,0,13.25,19,15
4544,Jet Airways,Kolkata,Banglore,1,14231,3,24,21,10,11.0,8,10
4545,GoAir,Banglore,Delhi,0,5048,4,18,20,55,2.75,23,40
4546,Jet Airways,Delhi,Cochin,1,10262,6,6,17,30,25.5,19,0
4547,Multiple carriers,Delhi,Cochin,1,12537,3,27,9,0,12.0,21,0
4548,Jet Airways,Delhi,Cochin,1,10262,6,15,13,0,15.416666666666666,4,25
4549,Jet Airways,Mumbai,Hyderabad,0,8040,3,4,7,5,1.4166666666666667,8,30
4550,SpiceJet,Kolkata,Banglore,1,9736,6,5,11,15,7.25,18,30
4551,IndiGo,Kolkata,Banglore,0,4804,6,5,4,40,2.5833333333333335,7,15
4552,Jet Airways,Banglore,New Delhi,1,13817,12,3,16,55,16.583333333333332,9,30
4553,GoAir,Banglore,Delhi,0,5048,5,21,7,45,2.9166666666666665,10,40
4554,Jet Airways,Mumbai,Hyderabad,0,8040,1,4,10,20,1.5,11,50
4555,Multiple carriers,Delhi,Cochin,1,7354,12,6,8,30,10.75,19,15
4556,Multiple carriers,Delhi,Cochin,1,7563,6,3,14,35,7.75,22,20
4557,IndiGo,Delhi,Cochin,1,7725,3,3,10,45,4.75,15,30
4558,Multiple carriers,Delhi,Cochin,1,7740,1,6,8,45,12.25,21,0
4559,Air India,Kolkata,Banglore,2,13532,12,6,10,0,19.416666666666668,5,25
4560,IndiGo,Kolkata,Banglore,0,6565,1,3,14,20,2.5833333333333335,16,55
4561,Jet Airways,Kolkata,Banglore,1,10844,12,5,16,30,27.333333333333332,19,50
4562,SpiceJet,Kolkata,Banglore,0,3841,4,18,22,20,2.3333333333333335,0,40
4563,Multiple carriers,Delhi,Cochin,1,11200,3,6,8,30,10.5,19,0
4564,Air India,Kolkata,Banglore,2,12009,1,4,9,25,25.083333333333332,10,30
4565,Air India,Delhi,Cochin,1,8372,5,15,8,0,11.25,19,15
4566,Air India,Delhi,Cochin,2,13591,6,15,6,50,24.833333333333332,7,40
4567,Vistara,Mumbai,Hyderabad,1,12395,6,3,20,55,19.833333333333332,16,45
4568,SpiceJet,Chennai,Kolkata,0,7298,1,3,8,20,2.25,10,35
4569,IndiGo,Delhi,Cochin,1,12214,3,3,7,20,5.166666666666667,12,30
4570,Jet Airways,Kolkata,Banglore,1,14151,5,15,17,0,29.083333333333332,22,5
4572,Jet Airways,Kolkata,Banglore,1,14781,1,5,14,5,9.5,23,35
4573,Vistara,Banglore,Delhi,0,4878,6,6,17,0,2.5833333333333335,19,35
4574,SpiceJet,Chennai,Kolkata,0,3597,3,5,8,20,2.25,10,35
4575,Air Asia,Kolkata,Banglore,1,6810,6,6,7,35,15.916666666666666,23,30
4576,Vistara,Chennai,Kolkata,0,3687,1,5,7,5,2.25,9,20
4577,Air India,Delhi,Cochin,1,6482,3,21,17,20,16.083333333333332,9,25
4578,Jet Airways,Mumbai,Hyderabad,1,19595,6,3,17,0,23.833333333333332,16,50
4579,IndiGo,Delhi,Cochin,1,6147,6,15,15,10,4.833333333333333,20,0
4580,Jet Airways,Kolkata,Banglore,1,10953,6,5,17,0,16.75,9,45
4581,SpiceJet,Kolkata,Banglore,0,3873,4,24,22,20,2.3333333333333335,0,40
4582,Jet Airways,Banglore,New Delhi,1,14815,6,3,14,5,15.0,5,5
4583,Multiple carriers,Delhi,Cochin,1,10678,6,6,4,55,14.083333333333334,19,0
4584,Jet Airways,Delhi,Cochin,1,14053,9,3,15,5,13.333333333333334,4,25
4585,Jet Airways,Kolkata,Banglore,1,10539,12,6,9,35,12.5,22,5
4586,Jet Airways,Banglore,New Delhi,1,16946,3,18,14,5,7.25,21,20
4587,IndiGo,Delhi,Cochin,0,7673,3,3,14,30,3.0833333333333335,17,35
4588,Air India,Banglore,New Delhi,0,4441,3,24,13,20,2.8333333333333335,16,10
4589,Jet Airways,Banglore,Delhi,0,4544,4,15,11,10,2.9166666666666665,14,5
4590,IndiGo,Kolkata,Banglore,0,4804,4,24,15,30,2.5833333333333335,18,5
4591,Jet Airways,Delhi,Cochin,1,5406,1,4,9,0,27.583333333333332,12,35
4592,Air India,Mumbai,Hyderabad,0,3100,3,4,6,20,1.3333333333333333,7,40
4594,IndiGo,Banglore,Delhi,0,4823,6,4,16,55,3.0,19,55
4595,SpiceJet,Mumbai,Hyderabad,0,1965,3,5,5,45,1.5,7,15
4596,Jet Airways,Delhi,Cochin,1,10262,6,24,21,50,14.75,12,35
4597,IndiGo,Delhi,Cochin,1,6674,6,6,7,35,8.583333333333334,16,10
4598,Jet Airways,Delhi,Cochin,1,15764,6,3,9,0,19.416666666666668,4,25
4599,Jet Airways,Kolkata,Banglore,1,7064,1,4,20,0,26.583333333333332,22,35
4600,Jet Airways,Delhi,Cochin,1,10262,6,6,14,0,5.0,19,0
4601,IndiGo,Kolkata,Banglore,1,5069,1,5,8,10,4.833333333333333,13,0
4602,Multiple carriers,Delhi,Cochin,1,11789,6,6,11,40,7.333333333333333,19,0
4603,Air India,Kolkata,Banglore,2,15164,1,5,10,0,27.75,13,45
4604,Air India,Delhi,Cochin,0,6094,6,6,14,10,3.0,17,10
4605,SpiceJet,Banglore,Delhi,0,4885,4,21,9,30,2.8333333333333335,12,20
4606,Air Asia,Banglore,Delhi,0,3383,6,21,11,10,2.75,13,55
4607,Multiple carriers,Delhi,Cochin,1,6673,3,27,17,0,8.583333333333334,1,35
4608,Jet Airways,Banglore,Delhi,0,4544,4,27,7,10,3.0,10,10
4609,Jet Airways,Delhi,Cochin,2,8367,3,21,10,45,8.083333333333334,18,50
4610,GoAir,Banglore,Delhi,0,3898,3,6,11,40,2.8333333333333335,14,30
4611,Jet Airways,Kolkata,Banglore,1,10844,9,6,14,5,8.5,22,35
4612,Multiple carriers,Delhi,Cochin,1,12327,3,27,2,15,11.083333333333334,13,20
4613,SpiceJet,Delhi,Cochin,1,6356,3,21,8,45,4.5,13,15
4614,Air India,Banglore,Delhi,0,5228,5,15,21,5,2.8333333333333335,23,55
4615,Air India,Banglore,New Delhi,2,10835,3,18,6,45,33.75,16,30
4616,IndiGo,Banglore,Delhi,0,3943,6,21,4,0,2.8333333333333335,6,50
4617,Jet Airways,Delhi,Cochin,1,14714,1,6,18,15,24.75,19,0
4618,Air India,Kolkata,Banglore,2,11883,6,5,5,50,30.166666666666668,12,0
4619,Vistara,Kolkata,Banglore,1,8610,12,6,20,20,27.083333333333332,23,25
4620,Multiple carriers,Delhi,Cochin,1,6513,5,15,7,10,15.333333333333334,22,30
4621,Jet Airways,Delhi,Cochin,1,12898,5,21,2,15,26.166666666666668,4,25
4622,Air India,Delhi,Cochin,2,10861,1,6,22,0,21.25,19,15
4623,IndiGo,Mumbai,Hyderabad,0,4049,6,21,19,5,1.5,20,35
4624,Jet Airways,Banglore,New Delhi,1,13555,3,18,11,40,17.416666666666668,5,5
4625,Jet Airways,Delhi,Cochin,1,16079,5,27,2,15,16.75,19,0
4626,IndiGo,Delhi,Cochin,0,7673,6,3,5,35,3.25,8,50
4627,Multiple carriers Premium economy,Delhi,Cochin,1,10161,3,21,8,55,10.333333333333334,19,15
4628,Jet Airways,Delhi,Cochin,1,10262,12,6,2,15,10.333333333333334,12,35
4629,SpiceJet,Kolkata,Banglore,0,3873,3,5,6,55,2.5833333333333335,9,30
4630,SpiceJet,Banglore,Delhi,0,3311,3,6,21,10,2.9166666666666665,0,5
4631,IndiGo,Delhi,Cochin,1,13611,9,3,16,0,9.583333333333334,1,35
4632,Air India,Delhi,Cochin,2,11858,6,3,12,0,7.25,19,15
4633,Multiple carriers,Delhi,Cochin,1,9316,5,27,10,20,8.916666666666666,19,15
4634,IndiGo,Banglore,Delhi,0,4823,1,4,7,10,2.9166666666666665,10,5
4635,Jet Airways,Kolkata,Banglore,1,13941,12,5,20,0,14.083333333333334,10,5
4637,SpiceJet,Kolkata,Banglore,0,3873,12,4,6,55,2.5833333333333335,9,30
4638,IndiGo,Banglore,Delhi,0,4591,12,4,1,30,2.75,4,15
4639,Vistara,Mumbai,Hyderabad,1,12395,6,3,8,45,14.166666666666666,22,55
4640,IndiGo,Mumbai,Hyderabad,0,3603,3,21,2,30,1.5,4,0
4641,IndiGo,Kolkata,Banglore,0,4804,1,5,15,30,2.5833333333333335,18,5
4642,IndiGo,Banglore,Delhi,0,4823,5,21,18,25,2.9166666666666665,21,20
4643,Jet Airways,Delhi,Cochin,1,13244,3,21,11,30,7.333333333333333,18,50
4644,Air Asia,Kolkata,Banglore,1,6785,3,24,7,35,11.833333333333334,19,25
4645,Air India,Mumbai,Hyderabad,0,3100,6,24,6,20,1.3333333333333333,7,40
4646,Multiple carriers,Delhi,Cochin,1,7198,12,6,18,0,7.5,1,30
4647,Jet Airways,Delhi,Cochin,2,13014,6,27,9,40,9.333333333333334,19,0
4648,Air India,Delhi,Cochin,2,20416,6,3,6,50,24.833333333333332,7,40
4650,Air India,Banglore,New Delhi,1,11528,1,3,10,30,24.833333333333332,11,20
4651,Air India,Kolkata,Banglore,2,14083,6,5,7,0,18.333333333333332,1,20
4652,IndiGo,Chennai,Kolkata,0,3597,5,15,19,35,2.3333333333333335,21,55
4653,Air India,Kolkata,Banglore,2,7662,12,6,5,50,7.416666666666667,13,15
4654,IndiGo,Banglore,Delhi,0,4823,6,6,8,30,2.8333333333333335,11,20
4655,Air India,Delhi,Cochin,3,10703,6,27,5,15,38.0,19,15
4656,Jet Airways,Mumbai,Hyderabad,0,8040,12,6,7,5,1.4166666666666667,8,30
4657,Vistara,Banglore,Delhi,0,4668,6,24,7,0,2.6666666666666665,9,40
4658,Air India,Delhi,Cochin,0,6304,12,5,18,5,3.0833333333333335,21,10
4659,Air India,Mumbai,Hyderabad,2,14219,6,3,6,0,29.916666666666668,11,55
4660,SpiceJet,Kolkata,Banglore,0,3841,1,5,17,10,2.5,19,40
4661,Multiple carriers,Delhi,Cochin,1,13587,5,27,13,0,8.0,21,0
4662,Air India,Kolkata,Banglore,2,12093,5,18,5,50,14.583333333333334,20,25
4663,SpiceJet,Delhi,Cochin,1,5899,4,27,6,5,5.25,11,20
4664,Air India,Mumbai,Hyderabad,0,3100,12,5,13,55,1.5,15,25
4665,Air India,Banglore,Delhi,0,5438,12,5,17,0,2.75,19,45
4666,IndiGo,Banglore,Delhi,0,5780,4,18,18,55,2.9166666666666665,21,50
4667,Air India,Kolkata,Banglore,2,11668,9,6,9,25,15.916666666666666,1,20
4668,IndiGo,Banglore,New Delhi,0,11934,1,3,7,10,2.9166666666666665,10,5
4669,Jet Airways,Delhi,Cochin,2,16263,6,27,20,0,8.416666666666666,4,25
4670,IndiGo,Delhi,Cochin,1,14871,6,3,18,35,7.0,1,35
4671,SpiceJet,Banglore,Delhi,0,3573,5,24,9,30,2.8333333333333335,12,20
4672,Air India,Delhi,Cochin,2,12497,3,3,21,30,21.75,19,15
4673,Air India,Delhi,Cochin,0,5411,6,21,18,5,3.0833333333333335,21,10
4674,IndiGo,Delhi,Cochin,1,6600,9,6,5,5,11.083333333333334,16,10
4675,IndiGo,Kolkata,Banglore,1,11160,6,6,9,20,4.916666666666667,14,15
4676,Jet Airways,Mumbai,Hyderabad,2,22950,6,3,17,15,23.583333333333332,16,50
4677,SpiceJet,Kolkata,Banglore,1,4649,5,24,15,5,5.25,20,20
4678,Jet Airways,Delhi,Cochin,2,15129,5,21,5,30,22.916666666666668,4,25
4679,IndiGo,Delhi,Cochin,0,8626,12,5,21,5,3.25,0,20
4680,Jet Airways,Delhi,Cochin,1,17234,6,3,7,5,21.333333333333332,4,25
4681,Jet Airways,Banglore,New Delhi,1,7832,3,21,5,45,7.5,13,15
4682,Air India,Mumbai,Hyderabad,0,3100,6,18,15,0,1.4166666666666667,16,25
4683,Jet Airways,Kolkata,Banglore,1,9314,9,5,9,35,28.833333333333332,14,25
4684,Jet Airways,Delhi,Cochin,1,14714,1,6,2,15,10.333333333333334,12,35
4685,Jet Airways,Delhi,Cochin,2,13882,6,15,11,45,16.666666666666668,4,25
4686,Jet Airways,Delhi,Cochin,2,16274,9,5,5,30,7.083333333333333,12,35
4687,Multiple carriers,Delhi,Cochin,1,15135,6,3,11,30,7.333333333333333,18,50
4688,IndiGo,Banglore,New Delhi,0,6144,3,24,21,20,2.9166666666666665,0,15
4689,Jet Airways,Delhi,Cochin,2,9483,3,27,19,10,24.583333333333332,19,45
4690,Air India,Delhi,Cochin,2,14431,5,15,6,50,24.833333333333332,7,40
4691,Multiple carriers,Delhi,Cochin,1,6093,6,24,14,55,7.583333333333333,22,30
4692,Multiple carriers,Delhi,Cochin,1,7888,5,21,10,0,11.0,21,0
4693,IndiGo,Delhi,Cochin,1,7503,5,15,9,15,16.25,1,30
4694,Air India,Kolkata,Banglore,1,6117,6,5,19,0,14.833333333333334,9,50
4695,Jet Airways,Delhi,Cochin,1,17024,3,3,9,0,9.833333333333334,18,50
4696,Jet Airways,Kolkata,Banglore,1,12681,1,4,18,55,13.333333333333334,8,15
4697,Multiple carriers,Delhi,Cochin,1,10678,6,24,10,35,8.416666666666666,19,0
4698,Jet Airways,Kolkata,Banglore,1,13759,3,24,8,25,27.583333333333332,12,0
4699,SpiceJet,Mumbai,Hyderabad,0,2017,3,6,22,45,1.5,0,15
4700,SpiceJet,Banglore,Delhi,0,4885,6,15,9,30,2.8333333333333335,12,20
4701,Multiple carriers,Delhi,Cochin,1,10786,5,27,6,0,13.25,19,15
4702,Vistara,Mumbai,Hyderabad,1,12080,12,3,7,30,25.916666666666668,9,25
4703,IndiGo,Kolkata,Banglore,0,4804,9,6,20,20,2.5833333333333335,22,55
4704,Air India,Delhi,Cochin,1,6587,3,21,21,0,22.25,19,15
4705,Jet Airways,Delhi,Cochin,2,8728,3,27,5,10,13.666666666666666,18,50
4706,Air Asia,Delhi,Cochin,1,7452,5,18,20,45,10.416666666666666,7,10
4707,IndiGo,Banglore,Delhi,0,4823,6,6,20,0,2.8333333333333335,22,50
4708,Multiple carriers,Delhi,Cochin,1,8310,9,5,7,5,15.416666666666666,22,30
4709,Vistara,Banglore,Delhi,0,5403,1,4,11,30,2.8333333333333335,14,20
4711,Multiple carriers,Delhi,Cochin,1,10877,3,6,10,35,8.416666666666666,19,0
4712,Jet Airways,Banglore,New Delhi,1,14815,6,3,22,50,25.916666666666668,0,45
4713,IndiGo,Delhi,Cochin,1,6558,3,21,6,40,9.5,16,10
4714,Multiple carriers,Delhi,Cochin,1,14067,5,21,9,0,12.0,21,0
4715,Multiple carriers,Delhi,Cochin,1,9627,5,21,9,15,9.75,19,0
4716,Jet Airways,Delhi,Cochin,1,14714,3,6,19,15,23.75,19,0
4717,IndiGo,Delhi,Cochin,0,5000,9,5,5,35,3.25,8,50
